"01","c"
"01","c"
"01","a"
"01","a"
"01","a"
"01","c"
"01","a"
"01","c"
"01","a"
"01","c"
"01","a"
"01","b"
"01","b"
"01","c"
"01","c"
"01","a"
"01","b"
"01","a"
"01","b"
"01","b"
"01","c"
"01","b"
"01","c"
"01","b"
"01","b"
"01","b"
"01","a"
"01","b"
"01","b"
"01","b"
"01","a"
"01","b"
"01","c"
"01","c"
"01","c"
"01","a"
"01","a"
"01","b"
"01","b"
"01","b"
"01","a"
"01","c"
"01","a"
"01","a"
"01","a"
"01","a"
"01","a"
"01","a"
"01","b"
"01","a"
"01","a"
"01","c"
"01","a"
"01","b"
"01","b"
"01","c"
"01","a"
"01","c"
"01","a"
"01","c"
"01","b"
"01","a"
"01","a"
"01","a"
"01","a"
"01","a"
"01","b"
"01","a"
"01","b"
"01","c"
"01","a"
"01","a"
"01","c"
"01","b"
"01","c"
"01","c"
"01","a"
"01","c"
"01","b"
"01","c"
"01","b"
"01","b"
"01","c"
"01","b"
"01","b"
"01","c"
"01","b"
"01","b"
"01","a"
"01","a"
"01","c"
"01","b"
"01","b"
"01","c"
"01","a"
"01","b"
"01","b"
"01","b"
"01","a"
"01","a"
"01","c"
"01","b"
"01","b"
"01","c"
"01","b"
"01","c"
"01","b"
"01","a"
"01","a"
"01","b"
"01","c"
"01","a"
"01","a"
"01","c"
"01","a"
"01","a"
"01","c"
"01","b"
"01","b"
"01","c"
"01","c"
"01","a"
"01","b"
"01","c"
"01","b"
"01","a"
"01","b"
"01","a"
"01","c"
"01","b"
"01","b"
"01","a"
"01","c"
"01","a"
"01","a"
"01","b"
"01","c"
"01","b"
"01","b"
"01","c"
"01","b"
"01","a"
"01","a"
"01","b"
"01","b"
"01","b"
"01","c"
"01","b"
"01","c"
"01","a"
"01","a"
"01","b"
"01","a"
"01","c"
"01","a"
"01","c"
"01","b"
"01","b"
"01","c"
"01","b"
"01","a"
"01","a"
"01","a"
"01","a"
"01","b"
"01","a"
"01","c"
"01","c"
"01","a"
"01","b"
"01","a"
"01","b"
"01","a"
"01","b"
"01","b"
"01","b"
"01","c"
"01","c"
"01","b"
"01","c"
"01","c"
"01","b"
"01","c"
"01","b"
"01","c"
"01","a"
"01","a"
"01","a"
"01","a"
"01","a"
"01","b"
"01","c"
"01","c"
"01","c"
"01","c"
"01","c"
"01","a"
"01","c"
"01","b"
"01","b"
"01","c"
"01","c"
"01","b"
"01","c"
"01","a"
"01","a"
"01","c"
"01","c"
"01","b"
"01","b"
"01","a"
"01","c"
"01","c"
"01","c"
"01","b"
"01","b"
"01","a"
"01","a"
"01","a"
"01","a"
"01","b"
"01","c"
"01","c"
"01","a"
"01","b"
"01","c"
"01","c"
"01","c"
"01","a"
"01","c"
"01","c"
"01","a"
"01","b"
"01","a"
"01","c"
"01","a"
"01","c"
"02","a"
"02","c"
"02","b"
"02","c"
"02","c"
"02","c"
"02","a"
"02","a"
"02","b"
"02","a"
"02","c"
"02","b"
"02","c"
"02","b"
"02","a"
"02","a"
"02","b"
"02","b"
"02","a"
"02","b"
"02","a"
"02","a"
"02","b"
"02","c"
"02","a"
"02","a"
"02","c"
"02","c"
"02","c"
"02","a"
"02","a"
"02","a"
"02","a"
"02","b"
"02","b"
"02","c"
"02","b"
"02","a"
"02","b"
"02","a"
"02","a"
"02","b"
"02","b"
"02","a"
"02","b"
"02","c"
"02","a"
"02","a"
"02","b"
"02","c"
"02","a"
"02","c"
"02","b"
"02","a"
"02","c"
"02","c"
"02","c"
"02","a"
"02","a"
"02","b"
"02","b"
"02","c"
"02","b"
"02","b"
"02","b"
"02","a"
"02","c"
"02","a"
"02","a"
"02","c"
"02","a"
"02","a"
"02","c"
"02","c"
"02","a"
"02","c"
"02","a"
"02","b"
"02","a"
"02","a"
"02","a"
"02","a"
"02","b"
"02","c"
"02","b"
"02","c"
"02","b"
"02","b"
"02","b"
"02","a"
"02","a"
"02","a"
"02","a"
"02","a"
"02","b"
"02","c"
"02","a"
"02","c"
"02","a"
"02","c"
"02","c"
"02","a"
"02","b"
"02","b"
"02","a"
"02","b"
"02","c"
"02","a"
"02","a"
"02","c"
"02","c"
"02","a"
"02","b"
"02","a"
"02","b"
"02","c"
"02","b"
"02","c"
"02","b"
"02","a"
"02","c"
"02","b"
"02","b"
"02","a"
"02","b"
"02","a"
"02","b"
"02","a"
"02","c"
"02","a"
"02","c"
"02","b"
"02","b"
"02","a"
"02","b"
"02","b"
"02","c"
"02","c"
"02","c"
"02","c"
"02","b"
"02","a"
"02","c"
"02","c"
"02","c"
"02","c"
"02","a"
"02","a"
"02","c"
"02","b"
"02","b"
"02","c"
"02","b"
"02","b"
"02","c"
"02","a"
"02","b"
"02","c"
"02","c"
"02","b"
"02","a"
"02","a"
"02","a"
"02","b"
"02","b"
"02","b"
"02","b"
"02","c"
"02","b"
"02","a"
"02","c"
"02","c"
"02","a"
"02","a"
"02","a"
"02","a"
"02","a"
"02","a"
"02","b"
"02","c"
"02","c"
"02","b"
"02","c"
"02","b"
"02","a"
"02","b"
"02","c"
"02","b"
"02","a"
"02","c"
"02","b"
"02","b"
"02","b"
"02","a"
"02","a"
"02","c"
"02","c"
"02","a"
"02","b"
"02","a"
"02","a"
"02","c"
"02","c"
"02","b"
"02","b"
"02","c"
"02","c"
"02","a"
"02","b"
"02","a"
"02","c"
"02","c"
"02","c"
"02","c"
"02","c"
"02","a"
"02","c"
"02","c"
"02","a"
"02","c"
"02","a"
"02","b"
"02","b"
"02","c"
"02","c"
"02","a"
"02","c"
"02","b"
"02","a"
"02","b"
"02","c"
